1,0.00,0,0,0,0,17.00
2,3.97,0,0,0,0,10.00
3,7.94,0,0,0,0,26.00
4,11.90,0,0,0,0,13.00
5,15.87,0,0,0,0,17.00
6,19.84,0,0,0,0,10.00
7,23.81,0,0,0,0,18.00
8,27.78,0,0,0,0,21.00
9,31.74,0,0,0,0,-3.00
10,35.71,0,0,0,0,3.00
11,39.68,0,0,0,0,5.00
12,43.65,0,0,0,0,21.00
13,47.62,0,0,0,0,-2.00
14,51.59,0,0,0,0,-9.00
15,55.55,0,0,0,0,7.00
16,59.52,0,0,0,0,-7.00
17,63.49,0,0,0,0,-17.00
18,67.46,0,0,0,0,0.00
19,71.42,0,0,0,0,-17.00
20,75.39,0,0,0,0,-17.00
21,79.36,0,0,0,0,-24.00
22,83.33,0,0,0,0,-11.00
23,87.30,0,0,0,0,-8.00
24,91.26,0,0,0,0,-19.00
25,95.23,0,0,0,0,-10.00
26,99.20,0,0,0,0,-1.00
27,103.17,0,0,0,0,2.00
28,107.14,0,0,0,0,-17.00
29,111.10,0,0,0,0,-36.00
30,115.08,0,0,0,0,-5.00
31,119.04,0,0,0,0,-4.00
32,123.01,0,0,0,0,-19.00
33,126.98,0,0,0,0,-15.00
34,130.94,0,0,0,0,-31.00
35,134.91,0,0,0,0,-12.00
36,138.88,0,0,0,0,-21.00
37,142.85,0,0,0,0,-5.00
38,146.82,0,0,0,0,-4.00
39,150.78,0,0,0,0,-20.00
40,154.75,0,0,0,0,4.00
41,158.72,0,0,0,0,1.00
42,162.69,0,0,0,0,-5.00
43,166.66,0,0,0,0,-1.00
44,170.62,0,0,0,0,13.00
45,174.59,0,0,0,0,0.00
46,178.56,0,0,0,0,1.00
47,182.53,0,0,0,0,4.00
48,186.50,0,0,0,0,7.00
49,190.46,0,0,0,0,-14.00
50,194.43,0,0,0,0,10.00
51,198.40,0,0,0,0,-16.00
52,202.37,0,0,0,0,20.00
53,206.34,0,0,0,0,10.00
54,210.31,0,0,0,0,25.00
55,214.27,0,0,0,0,6.00
56,218.24,0,0,0,0,26.00
57,222.21,0,0,0,0,28.00
58,226.18,0,0,0,0,17.00
59,230.14,0,0,0,0,7.00
60,234.11,0,0,0,0,21.00
61,238.08,0,0,0,0,15.00
62,242.05,0,0,0,0,4.00
63,246.02,0,0,0,0,10.00
64,249.98,0,0,0,0,17.00
65,253.95,0,0,0,0,24.00
66,257.92,0,0,0,0,34.00
67,261.89,0,0,0,0,24.00
68,265.86,0,0,0,0,31.00
69,269.82,0,0,0,0,-2.00
70,273.80,0,0,0,0,14.00
71,277.76,0,0,0,0,1.00
72,281.73,0,0,0,0,-15.00
73,285.70,1,65,65,0,23.00
74,289.66,1,15,15,0,1.00
75,293.63,1,15,15,0,108.00
76,297.60,1,15,15,0,-72.00
77,301.57,1,15,15,0,-27.00
78,305.54,1,15,15,0,560.00
79,309.50,1,15,15,0,-197.00
80,313.47,1,15,15,0,107.00
81,317.44,1,15,15,0,123.00
82,321.41,1,-50,-50,1,36.00
83,325.38,1,0,0,1,427.00
84,329.34,1,0,0,1,43.00
85,333.31,1,0,0,1,-135.00
86,337.28,1,0,0,1,170.00
87,341.25,1,0,0,1,210.00
88,345.22,1,0,0,1,206.00
89,349.18,1,0,0,1,-149.00
90,353.15,1,0,0,1,-82.00
91,357.12,1,0,0,1,175.00
92,361.09,1,0,0,1,44.00
93,365.06,1,0,0,1,-62.00
94,369.03,1,0,0,1,-139.00
95,372.99,1,0,0,1,-49.00
96,376.96,1,0,0,1,54.00
97,380.93,1,0,0,1,-52.00
98,384.90,1,0,0,1,-63.00
99,388.86,1,0,0,1,-117.00
100,392.83,1,0,0,1,-104.00
101,396.80,1,0,0,1,-89.00
102,400.77,2,65,65,1,-39.00
103,404.74,2,15,15,1,-117.00
104,408.70,2,15,15,1,-196.00
105,412.67,2,-50,-50,2,-98.00
106,416.64,2,0,0,2,-14.00
107,420.61,2,0,0,2,20.00
108,424.58,2,0,0,2,-333.00
109,428.54,2,0,0,2,-193.00
110,432.52,2,0,0,2,138.00
111,436.48,2,0,0,2,-171.00
112,440.45,2,0,0,2,-61.00
113,444.42,2,0,0,2,-120.00
114,448.38,2,0,0,2,-147.00
115,452.35,2,0,0,2,104.00
116,456.32,2,0,0,2,-155.00
117,460.29,2,0,0,2,-147.00
118,464.26,2,0,0,2,-82.00
119,468.22,2,0,0,2,-80.00
120,472.19,2,0,0,2,44.00
121,476.16,2,0,0,2,-124.00
122,480.13,2,0,0,2,-75.00
123,484.10,2,0,0,2,-23.00
124,488.06,2,0,0,2,-92.00
125,492.03,2,0,0,2,38.00
126,496.00,3,65,65,2,-35.00
127,499.97,3,15,15,2,-39.00
128,503.94,3,15,15,2,82.00
129,507.90,3,15,15,2,377.00
130,511.87,3,15,15,2,90.00
131,515.84,3,15,15,2,-33.00
132,519.81,3,15,15,2,150.00
133,523.78,3,15,15,2,383.00
134,527.75,3,-50,-50,3,505.00
135,531.71,3,0,0,3,238.00
136,535.68,3,0,0,3,237.00
137,539.65,3,0,0,3,126.00
138,543.62,3,0,0,3,376.00
139,547.58,3,0,0,3,609.00
140,551.55,3,0,0,3,142.00
141,555.52,3,0,0,3,215.00
142,559.49,3,0,0,3,235.00
143,563.46,3,0,0,3,289.00
144,567.42,3,0,0,3,346.00
145,571.39,3,0,0,3,2.00
146,575.36,4,65,65,3,64.00
147,579.33,4,15,15,3,196.00
148,583.30,4,15,15,3,92.00
149,587.26,4,15,15,3,549.00
150,591.24,4,15,15,3,-71.00
151,595.20,4,15,15,3,-187.00
152,599.17,4,15,15,3,219.00
153,603.14,4,-50,-50,4,86.00
154,607.10,4,0,0,4,290.00
155,611.07,4,0,0,4,-51.00
156,615.04,4,0,0,4,-371.00
157,619.01,4,0,0,4,198.00
158,622.98,4,0,0,4,107.00
159,626.94,4,0,0,4,-99.00
160,630.91,4,0,0,4,-206.00
161,634.88,4,0,0,4,-320.00
162,638.85,4,0,0,4,78.00
163,642.82,4,0,0,4,-104.00
164,646.78,5,65,65,4,-12.00
165,650.75,5,15,15,4,-198.00
166,654.72,5,15,15,4,-272.00
167,658.69,5,15,15,4,-195.00
168,662.66,5,15,15,4,-136.00
169,666.62,5,15,15,4,-56.00
170,670.59,5,15,15,4,-113.00
171,674.56,5,-50,-50,5,-48.00
172,678.53,5,0,0,5,-218.00
173,682.50,5,0,0,5,-205.00
174,686.47,5,0,0,5,-226.00
175,690.43,5,0,0,5,-104.00
176,694.40,5,0,0,5,-128.00
177,698.37,5,0,0,5,-88.00
178,702.34,5,0,0,5,-57.00
179,706.30,5,0,0,5,-200.00
180,710.27,5,0,0,5,-188.00
181,714.24,5,0,0,5,-222.00
182,718.21,6,65,65,5,-225.00
183,722.18,6,15,15,5,-155.00
184,726.14,6,15,15,5,15.00
185,730.11,6,15,15,5,206.00
186,734.08,6,15,15,5,-346.00
187,738.05,6,15,15,5,-195.00
188,742.02,6,-50,-50,6,-415.00
189,745.98,6,0,0,6,114.00
190,749.96,6,0,0,6,-48.00
191,753.92,6,0,0,6,-265.00
192,757.89,6,0,0,6,-190.00
193,761.86,6,0,0,6,-156.00
194,765.82,6,0,0,6,58.00
195,769.79,6,0,0,6,-157.00
196,773.76,6,0,0,6,-117.00
197,777.73,6,0,0,6,-99.00
198,781.70,6,0,0,6,-253.00
199,785.66,7,65,65,6,62.00
200,789.63,7,15,15,6,-70.00
201,793.60,7,15,15,6,-80.00
202,797.57,7,15,15,6,-181.00
203,801.54,7,15,15,6,522.00
204,805.50,7,15,15,6,-58.00
205,809.47,7,15,15,6,17.00
206,813.44,7,-50,-50,7,-82.00
207,817.41,7,0,0,7,165.00
208,821.38,7,0,0,7,512.00
209,825.34,7,0,0,7,-275.00
210,829.31,7,0,0,7,147.00
211,833.28,7,0,0,7,380.00
212,837.25,7,0,0,7,35.00
213,841.22,7,0,0,7,296.00
214,845.19,7,0,0,7,-62.00
215,849.15,7,0,0,7,74.00
216,853.12,7,0,0,7,257.00
217,857.09,7,0,0,7,-83.00
218,861.06,8,65,65,7,169.00
219,865.02,8,15,15,7,-44.00
220,868.99,8,15,15,8,42.00
221,872.96,8,-50,-50,8,494.00
222,876.93,8,0,0,8,-19.00
223,880.90,8,0,0,8,-30.00
224,884.86,8,0,0,8,-219.00
225,888.83,8,0,0,8,6.00
226,892.80,8,0,0,8,605.00
227,896.77,8,0,0,8,-231.00
228,900.74,8,0,0,8,-163.00
229,904.70,8,0,0,8,120.00
230,908.68,8,0,0,8,-81.00
231,912.64,8,0,0,8,209.00
232,916.61,8,0,0,8,-253.00
233,920.58,8,0,0,8,-189.00
234,924.54,8,0,0,8,2.00
235,928.51,8,0,0,8,-140.00
236,932.48,8,0,0,8,-32.00
237,936.45,8,0,0,8,-159.00
238,940.42,8,0,0,8,-147.00
239,944.38,9,65,65,8,-191.00
240,948.35,9,15,15,8,-111.00
241,952.32,9,15,15,8,-70.00
242,956.29,9,15,15,8,-158.00
243,960.26,9,15,15,8,-190.00
244,964.22,9,15,15,8,-138.00
245,968.19,9,15,15,8,43.00
246,972.16,9,15,15,8,-74.00
247,976.13,9,15,15,8,-224.00
248,980.10,9,15,15,8,79.00
249,984.06,9,-50,-50,9,64.00
250,988.03,9,0,0,9,114.00
251,992.00,9,0,0,9,69.00
252,995.97,9,0,0,9,-313.00
253,999.94,9,0,0,9,77.00
254,1003.91,9,0,0,9,373.00
255,1007.87,9,0,0,9,-86.00
256,1011.84,9,0,0,9,72.00
257,1015.81,9,0,0,9,-122.00
258,1019.78,9,0,0,9,76.00
259,1023.74,9,0,0,9,219.00
260,1027.71,9,0,0,9,-177.00
261,1031.68,9,0,0,9,-30.00
262,1035.65,9,0,0,9,-69.00
263,1039.62,9,0,0,9,-11.00
264,1043.58,9,0,0,9,131.00
265,1047.55,9,0,0,9,-168.00
266,1051.52,9,0,0,9,-78.00
267,1055.49,9,0,0,9,-5.00
268,1059.46,9,0,0,9,-88.00
269,1063.42,9,0,0,9,33.00
270,1067.40,9,0,0,9,-191.00
271,1071.36,9,0,0,9,-110.00
272,1075.33,9,0,0,9,-38.00
273,1079.30,9,0,0,9,-134.00
274,1083.26,9,0,0,9,-39.00
275,1087.23,9,0,0,9,-138.00
276,1091.20,9,0,0,9,-149.00
277,1095.17,9,0,0,9,-28.00
278,1099.14,9,0,0,9,-133.00
279,1103.10,9,0,0,9,-90.00
280,1107.07,9,0,0,9,-123.00
281,1111.04,9,0,0,9,-122.00
282,1115.01,9,0,0,9,-63.00
283,1118.98,9,0,0,9,-115.00
284,1122.94,9,0,0,9,-103.00
285,1126.91,9,0,0,9,-71.00
286,1130.88,9,0,0,9,-94.00
287,1134.85,9,0,0,9,-23.00
288,1138.82,9,0,0,9,-67.00
289,1142.78,9,0,0,9,-67.00
290,1146.75,9,0,0,9,-29.00
291,1150.72,9,0,0,9,-61.00
292,1154.69,9,0,0,9,20.00
293,1158.66,9,0,0,9,-19.00
294,1162.63,9,0,0,9,-50.00
295,1166.59,9,0,0,9,-3.00
296,1170.56,9,0,0,9,20.00
297,1174.53,9,0,0,9,18.00
298,1178.50,9,0,0,9,46.00
299,1182.46,9,0,0,9,13.00
300,1186.43,9,0,0,9,48.00
301,1190.40,9,0,0,9,53.00
302,1194.37,9,0,0,9,54.00
303,1198.34,9,0,0,9,74.00
304,1202.30,9,0,0,9,65.00
305,1206.27,9,0,0,9,77.00
306,1210.24,9,0,0,9,96.00
307,1214.21,9,0,0,9,54.00
308,1218.18,9,0,0,9,90.00
309,1222.14,9,0,0,9,81.00
310,1226.12,9,0,0,9,66.00
311,1230.08,9,0,0,9,76.00
312,1234.05,9,0,0,9,39.00
313,1238.02,9,0,0,9,60.00
314,1241.98,9,0,0,9,54.00
315,1245.95,9,0,0,9,47.00
316,1249.92,9,0,0,9,81.00
317,1253.89,9,0,0,9,40.00
318,1257.86,9,0,0,9,48.00
319,1261.82,9,0,0,9,51.00
320,1265.79,9,0,0,9,12.00
321,1269.76,8,-65,-65,9,11.00
322,1273.73,8,-15,-15,9,14.00
323,1277.70,8,-15,-15,9,-71.00
324,1281.66,8,-15,-15,9,243.00
325,1285.63,8,-15,-15,9,-126.00
326,1289.60,8,-15,-15,9,206.00
327,1293.57,8,50,50,8,-214.00
328,1297.54,8,0,0,8,-186.00
329,1301.50,8,0,0,8,123.00
330,1305.47,8,0,0,8,-247.00
331,1309.44,8,0,0,8,30.00
332,1313.41,8,0,0,8,-101.00
333,1317.38,8,0,0,8,-346.00
334,1321.35,8,0,0,8,242.00
335,1325.31,8,0,0,8,-230.00
336,1329.28,7,-65,-65,8,-94.00
337,1333.25,7,-15,-15,8,-94.00
338,1337.22,7,-15,-15,8,-235.00
339,1341.18,7,50,50,7,376.00
340,1345.15,7,0,0,7,-839.00
341,1349.12,7,0,0,7,-148.00
342,1353.09,7,0,0,7,388.00
343,1357.06,7,0,0,7,-370.00
344,1361.02,7,0,0,7,-505.00
345,1364.99,7,0,0,7,-343.00
346,1368.96,7,0,0,7,12.00
347,1372.93,6,-65,-65,7,33.00
348,1376.90,6,-15,-15,7,-477.00
349,1380.86,6,-15,-15,7,-257.00
350,1384.84,6,-15,-15,7,-456.00
